userID,game,date,平台
modaren,Darksiders,2010-01-25,
modaren,Darksiders,2010-03-31,
modaren,Batman: The Enemy Within,2017-10-20,
modaren,Batman: Arkham VR,2016-12-22,
modaren,Batman: The Enemy Within,2017-08-25,
modaren,D4: Dark Dreams Don't Die,2014-09-25,
modaren,The Inpatient,2019-08-20,
modaren,Azure Striker GUNVOLT,2014-10-03,
modaren,Azure Striker Gunvolt 2,2016-09-02,
modaren,Azure Striker Gunvolt 2,2016-11-09,
modaren,Cuphead,2017-12-07,
modaren,Hyperdimension Neptunia U: Action Unleashed,2014-09-09,
modaren,The Amazing Spider-Man (2012),2012-09-16,
modaren,Danganronpa 2: Goodbye Despair,2012-08-08,
modaren,Super Mario Odyssey,2018-01-24,
modaren,Hyperdevotion Noire: Goddess Black Heart,2014-08-03,
modaren,Bloodstained: Ritual of the Night,2020-12-29,
modaren,Crackdown 3,2020-10-27,
turkanen,Frostpunk,2018-07-23,
turkanen,Beyond: Two Souls,2013-10-14,
turkanen,Portal,2007-11-07,
FlightZone,Erica,2019-09-04,
Skikkiks,D4: Dark Dreams Don't Die,2014-10-13,
Skikkiks,Gris,2018-12-26,
Skikkiks,Minit,2018-05-11,
Skikkiks,VA-11 Hall-A: Cyberpunk Bartender Action,2016-07-12,
Skikkiks,Wattam,2020-03-04,
Skikkiks,West of Loathing,2017-10-14,
Skikkiks,Bastion,2020-05-30,
Skikkiks,D4: Dark Dreams Don't Die,2014-10-20,
Skikkiks,Pyre,2018-07-08,
Skikkiks,Shovel Knight,2014-07-18,
Skikkiks,Dust: An Elysian Tail,2014-12-18,
Skikkiks,Grow Home,2015-03-08,
Skikkiks,Bloodstained: Ritual of the Night,2019-09-01,
Wedjwants,Super Mario Odyssey,2017-11-11,
kafaw,Jet Set Radio,2000-07-25,
kafaw,Oddworld: Stranger's Wrath,2005-02-28,
kafaw,Half-Life,1998-12-06,
kafaw,Super Meat Boy,2010-11-09,
StephenTBW,Onrush,2018-07-25,
StephenTBW,The Gardens Between,2018-10-24,
smmac41,Darksiders II,2012-10-25,
smmac41,Batman: Arkham Asylum,2011-06-03,
smmac41,Batman: Arkham Origins,2013-11-01,
smmac41,Prince of Persia: The Forgotten Sands,2010-06-20,
smmac41,Tom Clancy's Rainbow Six: Vegas,2007-07-07,
smmac41,Tom Clancy's Rainbow Six: Vegas 2,2008-05-01,
smmac41,Layers of Fear,2015-11-07,
smmac41,Shovel Knight,2014-08-24,
smmac41,Grow Home,2015-05-05,
thelizardking333,Bastion,2018-12-23,
thelizardking333,Batman: Arkham Knight,2015-07-24,
Manolero1,Ben 10: Omniverse,2012-11-23,
Manolero1,F1 2011,2012-01-09,
Manolero1,F1 2015,2015-09-25,
Manolero1,NBA 2K16,2015-11-12,
Manolero1,X-Men Origins: Wolverine,2009-07-14,
Manolero1,Darksiders,2010-03-06,
Manolero1,Darksiders,2010-01-25,
Manolero1,Darksiders,2020-06-28,
Manolero1,Darksiders,2010-03-13,
Manolero1,Darksiders II,2012-10-17,
Manolero1,Heavy Rain,2010-04-20,
Manolero1,Batman: Arkham Knight,2015-07-08,
Manolero1,Prince of Persia: The Two Thrones,2005-12-06,
Manolero1,Prince of Persia: The Forgotten Sands,2014-03-14,
Manolero1,The Amazing Spider-Man (2012),2012-08-24,
Manolero1,Grid 2,2019-04-16,
Manolero1,Dishonored: Definitive Edition,2018-01-26,
jcbvickers,Furi,2019-02-03,
jcbvickers,Darksiders,2010-03-19,
jcbvickers,Darksiders,2010-04-05,
jcbvickers,Half-Life,1998-12-07,
jcbvickers,Batman: Arkham Origins Blackgate,2013-12-05,
jcbvickers,Tom Clancy's Rainbow Six: Vegas,2007-09-02,
jcbvickers,Super Mario Odyssey,2017-11-20,
jcbvickers,Grow Home,2020-04-24,
jcbvickers,A Way Out,2018-05-31,
Murkee,Darksiders II,2013-07-03,
Flawii,Darksiders,2010-04-05,
Flawii,Darksiders,2010-02-02,
Flawii,Lovers In A Dangerous Spacetime,2015-10-02,
Flawii,Injustice: Gods Among Us - Ultimate Edition,2015-08-02,
NeoJ,FIFA 14,2013-12-17,
PumaZebrato,Half-Life,1998-11-24,
PumaZebrato,Dust: An Elysian Tail,2014-10-13,
abatage,NBA 2K15,2014-11-03,
abatage,NBA 2K16,2018-09-09,
abatage,VA-11 Hall-A: Cyberpunk Bartender Action,2018-12-14,
abatage,Transformers: Devastation,2015-10-29,
abatage,Frostpunk,2018-07-20,
abatage,Super Mario Bros. 3,1998-04-02,
abatage,Dirt 4,2017-08-11,
abatage,Portal,2008-01-01,
Araxiel,Frostpunk,2020-02-09,
Araxiel,Frostpunk,2018-07-12,
Joey8Bit,Batman: Arkham Asylum,2009-09-12,
Joey8Bit,Batman: Arkham Knight,2015-07-06,
Joey8Bit,Shovel Knight,2014-08-28,
Joey8Bit,Super Mario 3D Land,2011-12-10,
jopopoe,Diablo II,2019-02-26,
jopopoe,Half-Life,1998-12-15,
JR084,Darksiders,2010-02-08,
JR084,Darksiders,2010-01-17,
JR084,Portal,2007-10-20,
Kilrathi,Prince of Persia: The Two Thrones,2006-02-08,
Kilrathi,Portal,2007-11-04,
Cyberfrost,Spore,2008-09-26,
Bradz_Puntillas,Super Mario Odyssey,2017-11-13,
DarkForgotten,Batman: Arkham Origins,2013-12-24,
DarkForgotten,Prince of Persia: The Two Thrones,2006-01-01,
DarkForgotten,Beyond: Two Souls,2013-11-25,
Legendares,Heavy Rain,2010-03-13,
Legendares,Injustice: Gods Among Us - Ultimate Edition,2014-02-04,
Legendares,Dishonored 2,2017-01-20,
EKIZA,Oddworld: Stranger's Wrath,2008-12-19,
aklon84,Layers of Fear,2015-09-24,
aklon84,Super Meat Boy,2010-11-22,
Pinski,Transformers: Rise of the Dark Spark,2014-08-16,
oto146,Darksiders,2013-03-24,
oto146,Darksiders,2018-10-29,
oto146,Half-Life,1998-12-16,
oto146,Grid 2,2013-06-03,
walkmetothelake,Bastion,2012-03-12,
walkmetothelake,Batman: Arkham Origins,2013-11-14,
handheldgirl,ICEY,2017-01-03,
handheldgirl,Bastion,2011-10-02,
handheldgirl,Forgotton Anne,2018-07-11,
ArticunoBreeze,Gris,2019-02-01,
ArticunoBreeze,The Gardens Between,2020-04-03,
ArticunoBreeze,Wattam,2020-01-14,
ArticunoBreeze,Spore,2008-09-18,
ArticunoBreeze,Pokémon Mystery Dungeon: Rescue Team DX,2020-11-12,
ArticunoBreeze,Pokémon Conquest,2012-05-05,
ArticunoBreeze,Heavy Rain,2010-02-27,
ArticunoBreeze,Poochy & Yoshi's Woolly World,2017-02-12,
ArticunoBreeze,Prince of Persia: The Two Thrones,2005-12-22,
ArticunoBreeze,Lovers In A Dangerous Spacetime,2019-12-14,
ArticunoBreeze,Layers of Fear,2015-09-21,
ArticunoBreeze,Danganronpa 2: Goodbye Despair,2012-08-21,
ArticunoBreeze,Super Mario 3D Land,2012-01-07,
ArticunoBreeze,Super Mario Odyssey,2017-12-10,
ArticunoBreeze,Portal,2007-11-20,
FinalFalconberry,The Awesome Adventures of Captain Spirit,2018-09-18,
TayaLyn,Pokémon Conquest,2018-08-01,
TayaLyn,Beyond: Two Souls,2013-12-13,
TayaLyn,Super Mario 3D Land,2013-04-17,
TayaLyn,Chrono Trigger,1995-05-19,
Dactir,Clannad,2004-05-31,
southep133,Clannad,2004-06-28,
southep133,Batman: The Enemy Within,2017-10-12,
southep133,Batman: The Enemy Within,2017-10-31,
southep133,The Amazing Spider-Man (2012),2012-07-27,
southep133,Danganronpa 2: Goodbye Despair,2012-10-15,
TheDarkDarkness,Clannad,2004-06-05,
TheDarkDarkness,Hatsune Miku: Project DIVA F 2nd,2014-05-07,
katyarun,Beyond Eyes,2015-09-08,
Sorakun,Portal,2007-10-16,
Nyervek,Darksiders,2010-02-08,
Nyervek,Darksiders,2018-08-27,
Nyervek,Heavy Rain,2010-04-21,
Nyervek,Batman: Arkham Knight,2015-08-15,
Nyervek,Prince of Persia: The Two Thrones,2006-01-11,
Nyervek,Prince of Persia: The Forgotten Sands,2010-06-24,
Korostast,Clannad,2004-07-25,
Korostast,Gris,2019-02-26,
Korostast,Spore,2018-06-09,
Korostast,Forgotton Anne,2018-07-16,
Offline,Hyperdimension Neptunia Re;Birth 2: Sisters Generation,2014-06-03,
Offline,Portal,2007-11-16,
TremorC,Gris,2019-03-04,
TremorC,Jet Set Radio,2000-08-04,
TremorC,Mulaka,2018-03-19,
TremorC,The Gardens Between,2018-10-19,
TremorC,Sky Force Anniversary,2015-06-21,
TremorC,White Night,2018-05-17,
TremorC,Half-Life 2,2005-02-03,
TremorC,Forma.8,2017-05-11,
TremorC,Prince of Persia: The Two Thrones,2005-12-26,
TremorC,Prince of Persia: The Forgotten Sands,2010-05-26,
TremorC,Shovel Knight,2021-01-10,
TremorC,Shovel Knight,2014-08-16,
TremorC,Velocity Ultra,2013-08-09,
TremorC,Hatsune Miku: Project Mirai DX,2015-06-16,
TremorC,Hatsune Miku: Project DIVA F 2nd,2016-04-27,
TremorC,Hatsune Miku: Project DIVA X,2016-05-11,
TremorC,Epic Mickey 2: The Power of Two,2013-12-20,
TremorC,Portal,2007-10-31,
Batebox33,Miitopia,2017-02-24,
Batebox33,Windjammers,1994-05-16,
Batebox33,X-Men Origins: Wolverine,2009-07-07,
Batebox33,Ikaruga,2002-10-08,
Batebox33,Half-Life,1998-12-18,
Batebox33,Half-Life 2,2005-01-15,
Batebox33,Batman: Arkham Knight,2015-09-09,
Batebox33,Batman: Arkham Origins,2013-11-15,
Batebox33,Injustice 2,2019-11-26,
Batebox33,BlazBlue: Cross Tag Battle,2018-08-04,
Batebox33,Shovel Knight,2014-07-25,
Batebox33,Super Monkey Ball 3D,2011-03-26,
Batebox33,Super Mario 3D Land,2011-11-30,
Batebox33,Super Mario Odyssey,2017-12-22,
Batebox33,Super Mario Bros. 3,1989-01-01,
Batebox33,Super Bomberman R,2020-04-03,
Batebox33,Bloodstained: Ritual of the Night,2019-08-15,
Batebox33,Portal,2007-11-19,
dougalism,Prince of Persia: The Two Thrones,2006-02-21,
LuxReise,Code: Realize - Guardian of Rebirth,2015-03-16,
mndlika,Claire: Extended Cut,2014-09-17,
mndlika,Gris,2019-03-12,
mndlika,Spirit Hunter: NG,2019-05-24,
mndlika,The Gardens Between,2020-04-27,
mndlika,Ikaruga,2002-09-11,
mndlika,Color Guardians,2015-06-13,
mndlika,Chrono Trigger,1995-04-02,
BloodyJessy,Yooka-Laylee,2017-06-19,
BloodyJessy,Super Mario Odyssey,2018-01-10,
BloodyJessy,The Awesome Adventures of Captain Spirit,2018-07-09,
pokepaw,Code: Realize - Guardian of Rebirth,2015-01-24,
pokepaw,Pokémon Conquest,2012-05-16,
pokepaw,Super Mario Odyssey,2018-01-25,
jc726,Just Shapes & Beats,2020-07-09,
jc726,Minit,2019-10-03,
jc726,Tumblestone,2016-08-20,
jc726,Yooka-Laylee,2017-05-08,
jc726,Worms W.M.D,2016-10-08,
jc726,Bastion,2012-10-20,
jc726,Batman: Arkham Asylum,2009-11-08,
jc726,Lovers In A Dangerous Spacetime,2015-09-16,
jc726,Azure Striker Gunvolt 2,2016-09-10,
jc726,Azure Striker Gunvolt 2,2019-09-26,
jc726,Shovel Knight,2014-08-16,
jc726,Super Mario 3D Land,2012-01-21,
jc726,Portal,2007-11-26,
Beherzt,D4: Dark Dreams Don't Die,2014-11-30,
Beherzt,Batman: The Enemy Within,2017-10-12,
Beherzt,Batman: The Enemy Within,2020-01-23,
Beherzt,D4: Dark Dreams Don't Die,2014-11-17,
TeenJackBauer,Gris,2018-12-25,
TeenJackBauer,Oddworld: Stranger's Wrath,2005-04-06,
TeenJackBauer,Batman: Arkham Origins Blackgate,2014-12-09,
TeenJackBauer,Transformers: War for Cybertron,2010-08-19,
TeenJackBauer,The Crew,2014-12-12,
TeenJackBauer,Grid 2,2018-10-07,
TeenJackBauer,Super Time Force,2014-08-05,
TeenJackBauer,Dirt 4,2019-07-25,
TeenJackBauer,Grow Home,2019-08-21,
TeenJackBauer,Crackdown 3,2019-03-11,
nerd_pilgrim,D4: Dark Dreams Don't Die,2020-10-17,
nerd_pilgrim,Diablo II,2012-05-27,
nerd_pilgrim,Diablo III,2016-10-06,
nerd_pilgrim,Heavy Rain,2020-01-17,
nerd_pilgrim,Batman: Arkham Asylum,2009-09-30,
nerd_pilgrim,D4: Dark Dreams Don't Die,2014-12-03,
nerd_pilgrim,BlazBlue: Continuum Shift Extend,2012-01-12,
nerd_pilgrim,Super Time Force,2014-08-12,
Twisty888,DayZ,2019-10-05,
wanhero,DC Universe Online,2011-02-05,
wanhero,Onrush,2018-09-03,
wanhero,Yooka-Laylee,2017-04-19,
wanhero,Darksiders,2010-01-17,
wanhero,Darksiders,2010-03-09,
wanhero,Heavy Rain,2010-04-17,
wanhero,Concrete Genie,2020-03-27,
wanhero,Batman: The Enemy Within,2017-09-06,
wanhero,Batman: Arkham VR,2016-10-21,
wanhero,Batman: Arkham Knight,2015-07-17,
wanhero,Batman: The Enemy Within,2018-10-21,
wanhero,Forma.8,2017-04-08,
wanhero,The Crew,2014-12-14,
wanhero,The Crew 2,2019-04-18,
wanhero,Prince of Persia: The Forgotten Sands,2010-08-12,
wanhero,Xblaze: Lost Memories,2017-01-31,
wanhero,Beyond: Two Souls,2017-02-04,
wanhero,The Awesome Adventures of Captain Spirit,2018-08-04,
wanhero,Grow Home,2015-03-04,
KiloFive,DC Universe Online,2011-03-13,
TheWrathAbove,Cuphead,2017-11-26,
Fivda,D4: Dark Dreams Don't Die,2014-12-18,
Fivda,Minit,2018-04-20,
Fivda,Rez Infinite,2016-11-15,
Fivda,D4: Dark Dreams Don't Die,2016-05-12,
Subjugglator,Injustice: Gods Among Us - Ultimate Edition,2014-01-26,
xX_Draconis_Xx,Bastion,2011-09-13,
Holy_Sparks,Minit,2018-04-29,
altrewin,Half-Life,1998-11-26,
altrewin,Batman: Arkham VR,2017-12-25,
altrewin,Batman: Arkham Origins,2014-01-18,
altrewin,Not A Hero,2014-07-16,
altrewin,Grow Home,2015-03-17,
Auhim,A Way Out,2019-11-16,
BreakoutAR,Half-Life,1998-12-02,
BreakoutAR,Pokémon Mystery Dungeon: Rescue Team DX,2020-08-12,
BreakoutAR,Bastion,2011-09-21,
BreakoutAR,Granblue Fantasy: Versus,2020-08-22,
BreakoutAR,Injustice: Gods Among Us - Ultimate Edition,2014-02-02,
BreakoutAR,Azure Striker GUNVOLT,2014-09-02,
BreakoutAR,Shovel Knight,2014-07-21,
BreakoutAR,A Way Out,2018-04-21,
Nersius,Xblaze Code: Embryo,2019-06-28,
JasIruka,Heavy Rain,2010-05-07,
JasIruka,Layers of Fear,2015-09-05,
JasIruka,Cuphead,2017-10-26,
JasIruka,Beyond: Two Souls,2013-12-11,
JasIruka,Beyond: Two Souls,2013-10-30,
JasIruka,Super Mario Odyssey,2017-11-26,
JasIruka,The Awesome Adventures of Captain Spirit,2020-11-05,
JasIruka,The Awesome Adventures of Captain Spirit,2018-09-06,
JasIruka,Grow Home,2015-02-18,
JasIruka,Grow Up,2016-10-03,
JasIruka,A Way Out,2019-03-06,
JasIruka,Portal,2016-11-02,
M4thew,Portal,2007-11-07,
Mishka8881_,Super Mario Odyssey,2018-01-04,
JermaCompletions,The Inpatient,2018-08-20,
Respomar,Half-Life,1998-12-24,
Respomar,Forgotton Anne,2020-02-17,
Ayu1127,FIFA 19,2018-11-30,
Ayu1127,Half-Life,1999-01-13,
Ayu1127,Batman: The Enemy Within,2017-11-06,
Ayu1127,Batman: The Enemy Within,2017-08-16,
Ayu1127,Batman: The Enemy Within,2017-08-23,
Ayu1127,Batman: The Enemy Within,2017-09-06,
Ayu1127,Injustice: Gods Among Us - Ultimate Edition,2014-01-18,
Ayu1127,The Amazing Spider-Man (2012),2016-11-08,
Wuii,Half-Life,1999-01-17,
Wuii,Bastion,2011-09-25,
Shingokikku,Dusk Diver,2019-05-05,
ari_bukari,Beyond: Two Souls,2013-10-23,
konami,Erica,2019-09-14,
konami,Concrete Genie,2020-07-19,
The_Leachman,X-Men Origins: Wolverine,2010-07-06,
The_Leachman,Darksiders,2010-01-31,
The_Leachman,Darksiders,2010-02-21,
The_Leachman,Darksiders II,2014-09-09,
The_Leachman,Half-Life,1998-12-25,
The_Leachman,Half-Life 2,2005-01-29,
The_Leachman,Heavy Rain,2010-03-07,
The_Leachman,Heavy Rain,2010-05-03,
The_Leachman,Batman: The Enemy Within,2017-08-27,
The_Leachman,Batman: Arkham Asylum,2012-05-04,
The_Leachman,Batman: Arkham Knight,2015-08-28,
The_Leachman,Batman: Arkham Origins,2017-02-14,
The_Leachman,Batman: The Enemy Within,2020-04-12,
The_Leachman,Batman: Return to Arkham,2016-11-28,
The_Leachman,Prince of Persia: The Two Thrones,2005-12-21,
The_Leachman,Prince of Persia: The Forgotten Sands,2014-05-16,
The_Leachman,Tom Clancy's Rainbow Six: Vegas,2007-08-30,
The_Leachman,Beyond: Two Souls,2013-11-09,
The_Leachman,Beyond: Two Souls,2013-11-13,
The_Leachman,Super Mario Odyssey,2018-01-22,
The_Leachman,Grow Home,2015-04-13,
The_Leachman,A Way Out,2018-04-16,
Barch,Heavy Rain,2012-07-21,
Barch,Beyond: Two Souls,2013-12-11,
yumex85,Erica,2020-06-04,
SirPenguinton,Erica,2021-01-05,
Biendeo,Shovel Knight,2014-07-18,
Biendeo,Super Mario Odyssey,2017-11-30,
Gamefreak4,Fast RMX,2020-03-25,
Gamefreak4,Yono and the Celestial Elephants,2017-12-01,
Gamefreak4,Heavy Rain,2010-04-08,
Gamefreak4,Shovel Knight,2014-08-04,
Gamefreak4,Blaster Master Zero,2017-03-30,
Gamefreak4,Super Mario 3D Land,2012-01-19,
Gamefreak4,Super Mario Odyssey,2020-12-15,
Gamefreak4,The Awesome Adventures of Captain Spirit,2018-08-22,
AAAAAAidan,Pode,2018-08-18,
AAAAAAidan,Lovers In A Dangerous Spacetime,2015-11-05,
AAAAAAidan,Super Mario Bros. 3,1988-12-29,
cloud12817,X-Men Origins: Wolverine,2009-05-21,
cloud12817,Half-Life,1998-12-20,
cloud12817,Prince of Persia: The Two Thrones,2008-07-31,
cloud12817,Portal,2007-10-27,
PineappleRevy,Chrono Trigger,2017-05-11,
Morag_Antiqua,Super Mario 3D Land,2011-12-15,
skualninja,Gris,2019-02-25,
skualninja,Super Mario Odyssey,2018-01-24,
skualninja,Chrono Trigger,2015-08-05,
skualninja,Hatsune Miku: Project DIVA X,2016-05-24,
inuzumi,Hyperdimension Neptunia Re;Birth 2: Sisters Generation,2014-06-17,
inuzumi,Hyperdimension Neptunia U: Action Unleashed,2014-09-08,
ChangeZ,.hack//G.U. Last Recode,2017-12-01,
ChangeZ,Darksiders,2016-05-28,
ChangeZ,Darksiders,2010-03-24,
ChangeZ,Darksiders III,2019-02-15,
Hakuto,The Wonderful 101: Remastered,2020-07-13,
Hakuto,Jet Set Radio,2000-09-10,
Hakuto,Minit,2018-07-01,
Hakuto,VA-11 Hall-A: Cyberpunk Bartender Action,2016-07-30,
Hakuto,Cuphead,2017-10-05,
Hakuto,Bloodstained: Ritual of the Night,2019-07-01,
Stillborn,Danganronpa 2: Goodbye Despair,2012-09-18,
Stillborn,Portal,2007-12-30,
Modo,Fate/Hollow Ataraxia,2015-02-12,
Modo,Bastion,2011-08-13,
shadowbreakqr,Dishonored: Death of the Outsider,2020-12-08,
shadowbreakqr,Dishonored 2,2016-11-25,
shadowbreakqr,Dishonored 2,2016-12-25,
Chaser336600,Fast RMX,2017-06-21,
Chaser336600,The Gardens Between,2019-09-13,
Chaser336600,Batman: The Enemy Within,2017-09-16,
Chaser336600,Batman: The Enemy Within,2017-08-22,
Chaser336600,Injustice 2,2017-06-22,
Chaser336600,Shovel Knight,2014-07-14,
Chaser336600,Super Mario Odyssey,2017-12-03,
andrmalm,Gris,2020-01-20,
andrmalm,Hob (2017),2017-10-11,
andrmalm,Bastion,2011-10-15,
GTBAtom,Bastion,2011-09-21,
GTBAtom,Batman: Arkham Knight,2015-07-20,
GTBAtom,Batman: Arkham Origins,2015-06-27,
GTBAtom,The Crew,2015-01-06,
GTBAtom,Injustice: Gods Among Us - Ultimate Edition,2013-11-18,
GTBAtom,Injustice 2,2017-06-01,
GTBAtom,Super Mario Odyssey,2017-11-08,
Master_Cloud,Furi,2016-09-19,
Master_Cloud,Minit,2018-04-23,
Master_Cloud,The Gardens Between,2019-12-21,
Master_Cloud,Pokémon Conquest,2012-04-29,
Master_Cloud,Batman: The Enemy Within,2018-09-05,
Master_Cloud,Batman: The Enemy Within,2017-09-25,
Master_Cloud,Injustice: Gods Among Us - Ultimate Edition,2013-12-08,
Master_Cloud,The Amazing Spider-Man (2012),2012-09-18,
Master_Cloud,Super Meat Boy,2019-11-14,
Master_Cloud,Strider (2014),2014-04-16,
Master_Cloud,A Way Out,2018-04-28,
kedex,Frostpunk,2018-06-09,
nylg,EA Sports UFC,2014-09-13,
nylg,Super Mario Odyssey,2017-12-01,
Bassem,FIFA 14,2014-02-07,
Bassem,Batman: Arkham Asylum,2009-11-16,
Bassem,Batman: Arkham Origins,2018-06-09,
Kinrobo,Super Mario Odyssey,2018-01-04,
Maverik,Darksiders,2010-03-13,
Maverik,Darksiders,2010-03-14,
Maverik,Batman: The Enemy Within,2018-02-13,
Maverik,Batman: The Enemy Within,2017-10-29,
Maverik,Prince of Persia: The Two Thrones,2006-01-04,
Maverik,The Amazing Spider-Man 2 (2014),2014-05-19,
lee2001boom,FIFA 13,2012-11-24,
lee2001boom,FIFA 15,2014-10-20,
lee2001boom,Half-Life 2,2014-06-19,
lee2001boom,The Orange Box,2007-10-29,
lee2001boom,Super Mario 3D Land,2012-01-11,
curios_bear_15,Injustice: Gods Among Us - Ultimate Edition,2013-12-28,
curios_bear_15,Portal,2007-12-06,
geodelis,FIFA 17,2016-10-27,
geodelis,Darksiders III,2018-12-12,
MrKK,Portal,2007-10-30,
alex21BK,Super Mario Odyssey,2018-01-22,
alex21BK,Dishonored: Death of the Outsider,2017-10-31,
alex21BK,Dishonored 2,2017-10-30,
Surf23,FIFA 19,2018-12-16,
Surf23,Beyond: Two Souls,2013-12-27,
lukas3428,FIFA 19,2018-12-24,
MatheusGBX,A Way Out,2020-10-02,
Garbage187,Portal,2007-12-04,
ErsatzWasTaken,Bastion,2015-06-02,
ErsatzWasTaken,Dust: An Elysian Tail,2014-10-12,
ErsatzWasTaken,Portal,2007-11-07,
sweez,Heavy Rain,2012-10-14,
SimoneRovo,Furi,2020-04-14,
SimoneRovo,Heavy Rain,2010-03-04,
SimoneRovo,Transformers: Devastation,2015-11-16,
SimoneRovo,Injustice: Gods Among Us - Ultimate Edition,2020-11-14,
SimoneRovo,Beyond: Two Souls,2013-10-14,
SimoneRovo,Super Mario 3D Land,2012-01-28,
SharedFate,Minit,2020-05-15,
SharedFate,Dishonored: Definitive Edition,2015-09-06,
fifazalata,Gris,2020-11-10,
LudwigvanMozart,Minit,2018-06-20,
LudwigvanMozart,Bastion,2016-07-30,
LudwigvanMozart,Batman: Arkham Asylum,2009-09-12,
